Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2017,234885,3033 Sheridan Tower Condominium Association,Submitted,3033 N. Sheridan Road,60657,,,LAKE VIEW,Multifamily Housing,"278,604",1968,1,,100,"2,730,491","7,758,304",,,,37.6,60,40.4,62.9,916.9,3.3,41.93740992,-87.63907693,"(41.93740992, -87.63907693)"
2018,251894,Robeson HS -CPS,Exempt,6821 S Normal,60621,,true,ENGLEWOOD,,"190,104",,1,15,,,,,,,,,,,,,41.77034,-87.637238,"(41.77034, -87.637238)"
2018,135740,Linea Apartments,Exempt,211 221 W LAKE ST,60606,,true,LOOP,,"365,627",,1,,,,,,,,,,,,,,41.88232323,-87.63709616,"(41.88232323, -87.63709616)"
2017,251314,2300 W Wabansia,Submitted,2300 W Wabasnia,60647,,,WEST TOWN,Multifamily Housing,"143,972",1906,1,,95,"1,917,718","5,805,929",,,,53.6,84.2,57.8,88.6,663,4.6,41.91287091,-87.68444068,"(41.91287091, -87.68444068)"
2016,252076,UNO Officer Donald J. Marquez,Submitted,2916 W. 47th St.,60632,,,BRIGHTON PARK,K-12 School,"58,150",2007,1,,85,"2,935,867.3","936,993.3",,,,66.6,175.5,69.9,180.6,590.9,10.2,41.80856277,-87.69718607,"(41.80856277, -87.69718607)"
2018,159323,Minnie Riperton Apartments,Submitted,4250 S. PRINCETON AVE,60609,2.0,false,FULLER PARK,Multifamily Housing,"211,036",1970,1,"9,920",48,"4,503,410.1","13,947,024",,,,87.4,129.1,85.6,127.3,"1,490",7.1,41.8167422,-87.63470433,"(41.8167422, -87.63470433)"
2017,115956,Barton Senior Residences of Chicago,Submitted,1245 South Wood Street,60608,,,NEAR WEST SIDE,Senior Care Community,"83,674",2001,1,,67,"1,975,896","5,227,400",,,,86.1,139.7,93.7,152.1,643,7.7,41.84915346,-87.67089596,"(41.84915346, -87.67089596)"
2018,250081,Alfreda Barnett Duster Apartments,Submitted,150 S. CAMPBELL,60612,3.0,false,NEAR WEST SIDE,Multifamily Housing,"100,282",1967,1,"3,540",65,"1,801,935.2","7,433,983",,,,92.1,128.1,92.9,128.3,694.6,6.9,41.87887705,-87.68954239,"(41.87887705, -87.68954239)"
2015,160186,Crowne Plaza Chicago Metro,Submitted,733 W Madison St,60661,,,NEAR WEST SIDE,Hotel,"244,429",1965,1,,35,"12,681,541","16,893,566",,,,121,235.5,122.4,236.9,"3,445",14.1,41.881767920000001,-87.646754400000006,"(41.88176792, -87.6467544)"
2015,251523,Goethe Eleme-CPS,Submitted,2236 N Rockwell Ave,60647,,,LOGAN SQUARE,K-12 School,"80,028",1910,1,,96,"1,104,032","3,034,139",,,,51.7,83.1,56.2,89.6,383,4.8,41.9226618,-87.693271929999995,"(41.9226618, -87.69327193)"
2016,158316,Hard Rock Hotel,Submitted,230 N Michigan Ave,60601,,,LOOP,Hotel,"399,000",1929,1,,44,"18,287,119","21,671,355.3",,,,100.1,200.9,105.1,204.9,"4,521.8",11.3,41.88660481,-87.62500515,"(41.88660481, -87.62500515)"
2018,244340,Winston Towers V Condominium Association,Submitted,7141 N Kedzie,60645,2.0,false,WEST RIDGE,Multifamily Housing,"288,000",1972,1,"12,698",41,"5,811,185.3","28,334,220.2",,,,118.6,159.8,109.6,148.9,"2,471.7",8.6,42.01065387,-87.70793294,"(42.01065387, -87.70793294)"
2018,100946,New Englewood Terrace Apartments,Submitted,6425 S. Lowe,60621,4.0,false,ENGLEWOOD,Multifamily Housing,"325,680",1966,1,"15,634",82,"5,061,336.9","17,482,793.5",,,,69.2,99.9,69.9,100.3,"1,770.6",5.4,41.77724863,-87.64053938,"(41.77724863, -87.64053938)"
2016,240068,The Farallon Condominium,Submitted,600 N Dearborn St.,60654,,,NEAR NORTH SIDE,Multifamily Housing,"214,049",2001,1,,25,"4,896,718.2","15,069,487",,"4,826,364",,115.8,168.3,122.7,175.7,,,41.89268011,-87.630164,"(41.89268011, -87.630164)"
2018,109550,Lunt Court Condominium Association,Submitted,1217-1227 W. Lunt Ave.,60626,1.0,false,ROGERS PARK,Multifamily Housing,"60,120",1924,1,"1,417",25,"586,693.4","6,248,545.3",,,,113.7,136.5,116.7,138.3,429.5,7.1,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2014,103687,Sullivan Center,Submitted,1 S State Street,60603,,,LOOP,Office,"1,097,549",1903,1,,91,"36,462,645","39,674,099",,,,69,142,66,139,"9,433",8.59,41.88155564,-87.62730774,"(41.88155564, -87.62730774)"
2016,102644,Glenwood Apartments,Submitted,6701 N Glenwood Ave,60626,,,ROGERS PARK,Multifamily Housing,"54,770",1917,1,,95,"618,210","2,761,161.3",,,,61.7,88.4,64.3,90,260.6,4.8,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2016,113509,1330 LaSalle,Submitted,1330 N. LaSalle Dr.,60610,,,NEAR NORTH SIDE,Multifamily Housing,"74,500",1978,1,,4,"4,185,858.7",,,,,56.2,176.4,60,188.4,771.5,10.4,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2018,103682,2019 - 4624 S Ellis,Submitted,4624 S. Ellis,60653,4.0,false,KENWOOD,Multifamily Housing,"100,332",1955,1,"8,273",100,"917,314.2",,,,,9.1,25.6,9.2,25.7,152.6,1.5,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2018,113452,Plymouth Court,Submitted,1115 S. Plymouth Court,60605,4.0,false,LOOP,Multifamily Housing,"161,250",1978,1,"3,766",79,"4,196,923.8","4,855,032.1",,,,56.1,104.5,54.5,100.9,956.1,5.9,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
2015,103651,Four40,Submitted,440 South LaSalle,60605,,,LOOP,Office,"1,157,744",1984,1,,63,"97,579,890",,,,,84.3,264.7,84.7,266,"19,605",16.899999999999999,41.875959440000003,-87.632193540000003,"(41.87595944, -87.63219354)"
2017,251621,Langston H-CPS,Submitted,226 W 104th St,60628,,,ROSELAND,K-12 School,"100,000",1990,1,,6,"6,351,261","3,742,693",,,,100.9,238.7,105.9,244,"1,373.1",13.7,41.70455455,-87.62936101,"(41.70455455, -87.62936101)"
2016,160422,Hotel Palomar Chicago,Submitted,505 North State Street,60654,,,NEAR NORTH SIDE,Hotel,"108,228",2010,1,,2,"16,411,416.3","8,735,729.3",,,,232.4,560.9,233.9,558.2,"3,489",32.2,41.89108975,-87.62752252,"(41.89108975, -87.62752252)"
2018,255791,The Renaissance at Southshore,Submitted,2425 E. 71st Street,60649,3.5,false,SOUTH SHORE,Senior Care Community,"80,865",1994,1,"11,398",71,"2,973,615.7","5,774,960",,,,108.2,177.9,108.3,177.9,801.4,9.9,41.75922,-87.56185,"(41.75922, -87.56185)"
2018,251627,Edison Park-CPS,Submitted,6220 N Olcott Ave,60631,1.5,false,NORWOOD PARK,K-12 School,"60,475",1948,1,411,36,"2,113,184.7","2,962,119.6",,,,83.9,149.3,85.5,150.9,508.9,8.4,41.99398251,-87.81420976,"(41.99398251, -87.81420976)"
2018,251433,Newberry Mat-CPS,Submitted,708 W Willow St,60614,3.0,false,LINCOLN PARK,K-12 School,"75,176",1937,1,838,67,"1,208,351.3","4,688,829.2",,,,78.4,110.5,78.9,111,450.1,6,41.913892,-87.646358,"(41.913892, -87.646358)"
2018,113933,Cranston Condo,Submitted,6929-39 S. Cranston,60649,1.0,false,SOUTH SHORE,Multifamily Housing,"111,239",1927,1,"4,086",28,"944,619","13,827,812.2",,,,132.8,154.3,127.7,149,891.6,8,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2016,105619,529 West Wellington,Submitted,529 - 41 West Wellington Avenue,60657,,,LAKE VIEW,Multifamily Housing,"80,064",1925,1,,64,"700,224.3","5,650,182",,,,79.3,101.6,88.6,111.3,429.2,5.4,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2016,254362,Fox Ford Lincoln Midwest,Submitted,2501 N Elston Avenue,60647,,,Logan Square,Automobile Dealership,"146,000",2015,1,,,"9,007,256.9","5,735,704.8",,,,101,235,104.3,235.1,"1,964.9",13.5,41.91723891,-87.68490143,"(41.91723891, -87.68490143)"
2017,254016,Prete Apartments,Submitted,"5801 N. Pulaski Rd., Bldg. E",60646,,,North Park,Residential Care Facility,"55,866",1991,1,,,"1,854,306","2,590,034",,,,79.6,152.9,84.8,158.8,480.4,8.6,41.9995854,-87.77148,"(41.9995854, -87.77148)"
2016,100417,Marist High School,Submitted,4200 W. 115th Street,60655,,,MOUNT GREENWOOD,K-12 School,"241,936",1963,2,,83,"5,471,855.1","8,990,852.5",,,,59.8,110,64.4,114.9,"1,486.1",6.1,41.68539508,-87.72369345,"(41.68539508, -87.72369345)"
2016,156549,601 South LaSalle,Submitted,601 South LaSalle Street,60605,,,LOOP,Office,"80,000",1917,1,,33,"7,640,802.1","241,253.8",,,,98.5,303.1,97.7,299.5,"1,421.2",17.8,41.87421567,-87.63141904,"(41.87421567, -87.63141904)"
2018,252056,Rosenwald Hall and Walker Museum,Submitted,1115-25 East 58th Street,60637,2.0,false,HYDE PARK,Office,"102,569",1893,2,678,,"2,283,293.3",,"3,224,993.8","2,095,776.1",,74.1,118.8,73.5,118.2,704.4,6.9,41.78900616,-87.59865492,"(41.78900616, -87.59865492)"
2016,146136,Reside on Barry,Submitted,533-549 W BARRY AVE,60657,,,LAKE VIEW,Multifamily Housing,"145,920",1966,1,,47,"3,902,417","8,520,000",,,,85.1,145.3,92.5,153,"1,171.8",8,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2017,251227,372 West Ontario Street,Submitted,372 West Ontario Street,60611,,,NEAR NORTH SIDE,Office,"50,078",1910,1,,85,"1,868,776","1,446,643",,,,66.2,147.5,69.9,151.8,422.4,8.4,41.89315786,-87.63853058,"(41.89315786, -87.63853058)"
2018,158158,Travelodge by Wyndham Downtown Chicago,Not Submitted,61 67 E HARRISON ST,60605,0.0,false,LOOP,,"132,718",,1,"3,539",,,,,,,,,,,,,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
2018,103594,NBC Tower,Submitted,455 North Cityfront Plaza Drive,60611,4.0,false,NEAR NORTH SIDE,Office,"939,350",1988,1,"18,889",74,"80,418,519.8",,,,,85.6,239.7,85.6,239.7,"13,378.8",14.2,41.890071,-87.621562,"(41.890071, -87.621562)"
2016,254045,Archer Place Condominium Association,Submitted,2272 S Archer Ave,60616,,,Armour Square,Multifamily Housing,"69,770",2007,1,,96,"2,285,183.6","776,391.9",,,,43.9,114.5,43.9,114.5,462.4,6.6,41.85506096,-87.62719197,"(41.85506096, -87.62719197)"
2016,106128,5536 N. Sheridan,Submitted,5536 N. Sheridan Rd.,60640,,,EDGEWATER,Multifamily Housing,"58,240",1969,1,,43,"1,149,171.8","5,394,195.1",,,,112.4,159.2,119.2,164.9,498.3,8.6,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2017,160257,Elm Street Plaza,Submitted,1130 N. Dearborn,60610,,,NEAR NORTH SIDE,Multifamily Housing,"380,277",1976,1,,34,"9,118,451","28,241,481",,,,98.2,153.3,103.3,157.9,"3,186",8.4,41.90292466,-87.63041353,"(41.90292466, -87.63041353)"
2017,159954,Algonquin #6,Submitted,1606 E. Hyde Park Boulevard,60615,,,KENWOOD,Multifamily Housing,"59,310",1950,1,,58,"749,180","5,064,240",,,,98,129.3,105.6,137.5,407.5,6.9,41.80272912,-87.58614477,"(41.80272912, -87.58614477)"
2017,101407,(IL553) - CA 23,Submitted,23 N. Aberdeen,60607,,,NEAR WEST SIDE,Multifamily Housing,"96,128",2012,2,,99,"1,595,659","3,437,408",,,,52.4,89.7,56.1,94,477.6,5,41.87399385,-87.651678,"(41.87399385, -87.651678)"
2018,251772,03224-Irving Park Road & Narraganset,Submitted,6430 W. Irving Park Rd,60634,2.0,false,DUNNING,Supermarket/Grocery Store,"57,498",1989,1,,47,"9,089,417.9","4,759,599.9",,,,240.9,529.5,242.1,527.2,"1,765",30.7,41.952928,-87.787364,"(41.952928, -87.787364)"
2015,101745,161 North Clark,Submitted,161 North Clark,60601,,,LOOP,Office,"1,200,836",1992,1,,81,"82,204,429",,,,,68.5,215,68.400000000000006,214.7,"16,516",13.8,41.884905109999998,-87.630517900000001,"(41.88490511, -87.6305179)"
2018,237384,The Maple Tower Condominium Association,Submitted,1035 N. Dearborn St.,60610,2.5,false,NEAR NORTH SIDE,Multifamily Housing,"111,748",2005,1,"1,888",56,"4,553,525.5","2,468,863.8",,,,62.8,137.3,62.1,134.9,888.7,8,41.90163587,-87.62949064,"(41.90163587, -87.62949064)"
2017,101717,55 East Monroe,Submitted,55 East Monroe Street,60603,,,LOOP,Office,"1,674,462",1972,1,,78,"101,014,580","1,164,338",,"40,451,726",,85.2,214.3,87.5,224.2,"20,870.7",12.5,41.88017573,-87.62564433,"(41.88017573, -87.62564433)"
2017,175975,626 West Jackson,Submitted,626 West Jackson Boulevard,60661,,,NEAR WEST SIDE,Office,"119,741",1920,1,,79,"7,095,599",,,,,59.3,186.1,60.9,191.3,"1,311.9",11,41.87822966,-87.64359272,"(41.87822966, -87.64359272)"
2015,128800,Lurie Children's Faculty Office Building,Submitted,155 E. Superior Street,60611,,,NEAR NORTH SIDE,Office,"82,717",1917,1,,43,"5,426,895","7,784,600",,,,159.69999999999999,304.8,161.5,304.10000000000002,"1,504",18.2,41.895551779999998,-87.623180880000007,"(41.89555178, -87.62318088)"
2018,250107,Major Robert H Lawrence Apartments,Submitted,655 W 65TH STREET,60621,3.0,false,ENGLEWOOD,Multifamily Housing,"158,732",1967,1,"4,067",67,"3,583,364.3","9,017,043.4",,,,79.4,122.9,79.7,122.2,"1,075.1",6.8,41.77549691,-87.64186119,"(41.77549691, -87.64186119)"
2015,175850,Whole Foods KBS,Submitted,1550 N. Kingsbury St.,60642,,,NEAR NORTH SIDE,Supermarket/Grocery Store,"120,372",2009,1,,54,"20,385,608","18,800,179",,,,325.5,695.8,331.5,702,"5,094",42.3,41.908563800000003,-87.652801940000003,"(41.9085638, -87.65280194)"
2015,129398,Webster Place Shopping Center,Submitted,1435 - 71 West Webster Avenue,60614,,,LINCOLN PARK,Strip Mall,"134,385",1987,1,,,"9,790,966","8,140,270",,,,133.4,292.39999999999998,137.6,296.7,"2,400",17.899999999999999,41.92103402,-87.664806510000005,"(41.92103402, -87.66480651)"
2016,172495,1090,Submitted,1601 N Harlem Ave,60707,,,AUSTIN,Retail Store,"295,510",1952,1,,70,"10,406,985.6","6,467,400.3",,,,57.1,133.6,59.2,134.2,"2,261.7",7.7,41.90892132,-87.80574291,"(41.90892132, -87.80574291)"
2016,251250,Lincoln Park Villas CA,Submitted,1920 N. Clark Street,60614,,,LINCOLN PARK,Multifamily Housing,"71,733",1974,1,,33,"3,395,929.8","954,077.4",,,,60.6,162.6,65,175.3,676.6,9.4,41.91720134,-87.63571887,"(41.91720134, -87.63571887)"
2016,251709,Volta Elemen-CPS,Submitted,4950 N AVERS AVE,60625,,,ALBANY PARK,K-12 School,"86,480",1931,1,,66,"1,778,172.3","3,828,489.2",,,,64.8,111,70.9,118.4,531.1,6.1,41.97129971,-87.72626938,"(41.97129971, -87.72626938)"
2018,101716,311 S. Wacker,Submitted,311 South Wacker,60606,4.0,false,LOOP,Office,"1,433,821",1990,1,"17,064",58,"87,466,927.1",,,,,61,170.8,60.4,169.2,"14,551.4",10.1,41.87745822,-87.63573828,"(41.87745822, -87.63573828)"
2016,252031,57135-Chicago-Downtown,Submitted,201 East Walton Place,60611,,,NEAR NORTH SIDE,Hotel,"177,137",1987,1,,61,"6,564,288.8","11,732,800",,,,103.3,185.9,108,189.5,"1,833.1",10.3,41.89981331,-87.62141411,"(41.89981331, -87.62141411)"
2016,102336,Institute of Cultural Affairs - Greenrise,Submitted,4750 N Sheridan Road,60640-7528,,,UPTOWN,Office,"182,250",1921,1,,92,"3,043,295.9","9,094,298.6",,,,66.6,104.8,71.8,108.4,"1,044",5.7,41.96865627,-87.65524596,"(41.96865627, -87.65524596)"
2015,250065,SULZER LIBRARY,Submitted,4455 N. Lincoln Ave.,60618,,,LINCOLN SQUARE,Library,"83,000",1970,1,,,"4,433,420","3,338,552",,,,93.6,210,96.3,212,"1,068",12.9,41.962771279999998,-87.684402140000003,"(41.96277128, -87.68440214)"
2015,156999,Lenart Regio-CPS,Submitted,8101 S Lasalle St,60620,,,CHATHAM,K-12 School,"60,474",1961,1,,85,"762,316","3,351,284",,,,68,97.8,72.7,102.9,331,5.5,41.746661670000002,-87.627603449999995,"(41.74666167, -87.62760345)"
2015,251391,Sheridan Ele-CPS,Submitted,533 W 27TH ST,60616,,,BRIDGEPORT,K-12 School,"68,750",1889,1,,79,"938,555","3,862,723",,,,69.8,101.9,74.5,107.2,394,5.7,41.844209659999997,-87.641115790000001,"(41.84420966, -87.64111579)"
2018,105785,Poinsettia Apartments,Not Submitted,5528 5530 S HYDE PARK BLVD,60637,0.0,false,HYDE PARK,,"67,103",,1,"1,997",,,,,,,,,,,,,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2016,175728,808-12 Junior Terrace LLC,Submitted,808-812 W. Junior Ter.,60613,,,UPTOWN,Multifamily Housing,"76,690",1920,1,,56,"2,925,612.6","1,351,652.4",,,,55.8,138.3,59.1,147.9,611,8,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2017,250120,Building,Submitted,1401 S. California,60608,,,North Lawndale,Hospital (General Medical & Surgical),"177,380",1941,1,,1,"245,664","299,999,997",,,,"1,692.7","1,780.2",,,"15,979.9",90.1,41.86251415,-87.69575915,"(41.86251415, -87.69575915)"
2015,251324,Arts & Letters Hall,Submitted,2315 N. Kenmore,60614,,,LINCOLN PARK,College/University,"111,269",2011,1,,,"5,566,661","4,608,486",,,,91.4,200.6,93.4,202.8,"1,363",12.3,41.924040939999998,-87.654519399999998,"(41.92404094, -87.6545194)"
2015,239695,(IL579) - 1550 Condo Association,Submitted,1550 N. Lake Shore Drive,60610,,,NEAR NORTH SIDE,Multifamily Housing,"313,992",1960,1,,32,"4,991,565","29,608,103",,,,110.2,148.9,115.9,154.9,"2,576",8.1999999999999993,41.910980500000001,-87.626736350000002,"(41.9109805, -87.62673635)"
2015,250072,Lake Parc Place,Submitted,3939-3983 S. LAKE PARK AVE,60653,,,OAKLAND,Multifamily Housing,"291,997",1953,2,,73,"2,667,474","26,621,900",,,,100.3,124.4,103.4,127.8,"1,950",6.7,41.823920559999998,-87.602687799999998,"(41.82392056, -87.6026878)"
2017,142710,1606 1624 W Granville Ave / 6200 6248 N Clark St / 1605 1623 Thome Ave,Submitted,1606 1624 W Granville Ave,60660,,,EDGEWATER,Multifamily Housing,"201,600",1925,3,,99,"420,280","9,690,160",,,,50.2,57,56,63.3,592.4,2.9,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2015,173724,Arthur J. Schmitt Academic Center,Submitted,2320 N. Kenmore,60614,,,LINCOLN PARK,College/University,"164,408",1967,1,,,"4,844,279","13,288,886",,,,110.3,177.4,117.4,184.8,"1,679",10.199999999999999,41.924084649999998,-87.655370410000003,"(41.92408465, -87.65537041)"
2018,157280,Noble Square Cooperative,Submitted,1165 N Milwaukee,60642,3.0,false,WEST TOWN,Multifamily Housing,"284,850",1969,1,"16,785",64,"5,656,150.9","20,799,585.5",,,,92.9,132.3,93.7,132.4,"2,045.7",7.2,41.91320618,-87.68140368,"(41.91320618, -87.68140368)"
2016,103682,4624 S Ellis - 2017 Resubmit,Submitted,4624 S. Ellis,60653,,,KENWOOD,Multifamily Housing,"100,332",1955,1,,100,"2,356,920.9",,,,,23.5,73.8,23.5,73.8,435.8,4.3,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2018,260123,5355 5371 N DELPHIA AVE,Not Submitted,5355 5371 N DELPHIA AVE,60656,0.0,false,OHARE,,"110,000",,1,"1,960",,,,,,,,,,,,,41.97087009,-87.79892589,"(41.97087009, -87.79892589)"
2016,251229,210 E Pearson Condominium Association,Submitted,210 E Pearson st,60611,,,NEAR NORTH SIDE,Multifamily Housing,"104,142",1926,1,,52,"1,861,682.7","8,928,512.7",,,,103.6,146.2,114.1,155.6,817.4,7.8,41.89778059,-87.62117844,"(41.89778059, -87.62117844)"
2015,251339,University Hall,Submitted,2345 N. Clifton Ave.,60614,,,LINCOLN PARK,College/University,"85,705",1986,1,,,"2,891,281","3,847,362",,,,78.599999999999994,153.1,81,154.5,785,9.1999999999999993,41.924819679999999,-87.656896439999997,"(41.92481968, -87.65689644)"
2018,156021,717 N Michigan Ave,Not Submitted,717 N Michigan Ave,60611,0.0,false,NEAR NORTH SIDE,,"55,863",,1,139,,,,,,,,,,,,,41.895382,-87.624213,"(41.895382, -87.624213)"
2017,148480,The Larrabee Condominium Assocation,Submitted,865 N. Larrabee St.,60610,,,NEAR NORTH SIDE,Multifamily Housing,"80,457",2006,1,,65,"2,104,170","3,263,706",,,,66.7,124.7,68.3,126.2,562.4,7,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2018,242162,The Caravel,Submitted,635 North Dearborn Street,60654,3.5,false,NEAR NORTH SIDE,Multifamily Housing,"212,000",2003,1,"4,461",80,"3,922,223.7","12,971,589.9",,,,79.7,116,80.9,117.3,"1,341.5",6.3,41.89353083,-87.62967379,"(41.89353083, -87.62967379)"
2017,254161,Damen Student Center-ID#254161,Submitted,6511 N Sheridan Rd,60626,,,Rogers Park,College/University,"107,304",2013,1,,,"10,691,652","6,598,845",,,,161.1,377.4,166.5,383,"2,327.3",21.7,42.00055166,-87.66056947,"(42.00055166, -87.66056947)"
2016,252279,Lunt Lake Cooperative Apartments,Submitted,1122-40 W Lunt Ave,60626,,,ROGERS PARK,Multifamily Housing,"107,160",1949,1,,86,"1,442,566.6","6,914,800",,,,78,110,84.3,115.7,633.2,5.9,42.00924273,-87.66062724,"(42.00924273, -87.66062724)"
2017,103684,NMH Arkes Family Pavilion,Submitted,676 N St. Clair St,60611,,,NEAR NORTH SIDE,Medical Office,"675,000",1980,1,,57,"84,469,178","240,000",,,,125.5,393.3,127.4,399.2,"15,630.7",23.2,41.894419,-87.622789,"(41.894419, -87.622789)"
2017,163380,CHICAGO WEST LOOP (2781),Submitted,1101 W JACKSON BLVD,60607,,,NEAR WEST SIDE,Retail Store,"169,048",2012,1,,58,"11,970,982","4,456,900",,,,97.2,250,100.2,253.2,"2,450.1",14.5,41.877813,-87.654932,"(41.877813, -87.654932)"
2015,251337,The Theatre School,Submitted,2350 N. Racine,60614,,,LINCOLN PARK,College/University,"163,000",2013,1,,,"5,526,792","6,892,302",,,,76.2,150.9,77.599999999999994,151.80000000000001,"1,477",9.1,41.924672000000001,-87.658471000000006,"(41.924672, -87.658471)"
2018,158743,Buena Pointe Condominium Association,Submitted,4350 N Broadway,60613,3.0,false,UPTOWN,Multifamily Housing,"149,524",2004,1,"4,474",50,"3,055,268.6","9,302,742",,,,82.6,122.5,79.8,119.6,"1,002.4",6.7,41.96138688,-87.65532001,"(41.96138688, -87.65532001)"
2018,214929,Westhaven Park Tower Condo Assoc (100 N. Hermitage Ave.),Submitted,100 N. Hermitage Ave.,60654,4.0,false,NEAR WEST SIDE,Multifamily Housing,"175,863",2003,1,"5,606",99,"3,291,719.8","6,087,668.6",,,,53.3,88.8,53.8,89.2,871,5,41.8837175,-87.67098763,"(41.8837175, -87.67098763)"
2016,251456,Carnegie Ele-CPS,Submitted,1414 E 61st Pl,60637,,,WOODLAWN,K-12 School,"63,979",1957,1,,49,"1,644,578.9","3,650,573.4",,,,82.8,140.6,91,149.3,497,7.8,41.78362835,-87.59105171,"(41.78362835, -87.59105171)"
2018,255008,3030 North Broadway,Submitted,3030 North Broadway,60657,1.0,false,Lake View,Enclosed Mall,"131,748",2016,1,"8,837",,"18,737,114","12,299,645.7",,,,235.6,496.2,233.5,494.1,"3,770.5",28.6,41.93729807,-87.64434837,"(41.93729807, -87.64434837)"
2016,111976,The Brewster CA,Submitted,2800 N Pine Grove Avenue,60657,,,LAKE VIEW,Multifamily Housing,"83,764",1893,1,,80,"2,939,386.8","220,282.2",,,,37.7,112.9,40.7,121.7,553.5,6.6,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2018,251235,110 E. Delaware CA,Submitted,110 E. Delaware Place,60611,1.0,false,NEAR NORTH SIDE,Multifamily Housing,"95,220",1981,1,"2,738",4,"6,135,158.1","1,538,794.7",,,,80.6,197.4,79,192.9,"1,102.4",11.6,41.8992147,-87.62541324,"(41.8992147, -87.62541324)"
2017,251326,Centennial Hall,Submitted,2345 N. Sheffield,60614,,,LINCOLN PARK,College/University,"88,635",1998,1,,,"4,508,201","4,157,502",,,,97.8,209,102.3,212.4,"1,054.4",11.9,41.92481459,-87.6532449,"(41.92481459, -87.6532449)"
2017,130453,833 West Jackson,Submitted,833 West Jackson,60607,,,NEAR WEST SIDE,Office,"64,998",1930,1,,91,"2,323,959","1,356,988",,,,56.6,134.2,59.3,137,501.8,7.7,41.87773944,-87.64874491,"(41.87773944, -87.64874491)"
2016,252083,St Pauls United Church of Christ,Submitted,2335 N. Orchard Street,60614,,,LINCOLN PARK,Worship Facility,"59,380",1920,1,,12,"1,487,127.4","3,980,567.2",,,,92.1,149,99.6,154.7,485.5,8.2,41.92502369,-87.64593826,"(41.92502369, -87.64593826)"
2018,103597,30 North LaSalle Street,Submitted,30 North LaSalle Street,60602,4.0,false,LOOP,Office,"1,095,104",1974,1,"13,286",70,"41,715,657.9","34,066,670.9",,,,69.2,139.3,68.2,136.8,"8,749.4",8,41.88284628,-87.63290243,"(41.88284628, -87.63290243)"
2016,260101,4747 S King Dr - 2017 Resubmit,Submitted,4747 S. Martin Luther King Drive,60615,,,GRAND BOULEVARD,Multifamily Housing,"245,150",1973,1,,100,"3,373,335.2",,,,,13.8,43.2,13.1,41,623.7,2.5,41.80776255,-87.61618581,"(41.80776255, -87.61618581)"
2018,160257,Elm Street Plaza Venture LLLP,Submitted,1130 N. Dearborn,60610,1.5,false,NEAR NORTH SIDE,Multifamily Housing,"380,277",1976,1,"19,949",39,"9,466,737.3","28,981,541.3",,,,101.1,149.7,98.3,144.8,"3,114.3",8.2,41.90292466,-87.63041353,"(41.90292466, -87.63041353)"
2018,254316,Chicago-North,Submitted,2544 West Montrose Ave,60618,3.0,false,Lincoln Square,Other - Specialty Hospital,"148,775",2000,1,"7,099",,"12,695,472","14,185,273",,,,180.7,339,180.9,337.6,"2,865.5",19.3,41.946621,-87.70269,"(41.946621, -87.70269)"
2015,260129,"Chicago Journeymen Plumbers' Local 130, U.A.",Submitted,1340 W. Washington Blvd.,60607,,,NEAR WEST SIDE,Office,"51,130",1925,1,,,"2,601,642","4,301,560",,,,135,248.1,141.19999999999999,254.6,751,14.7,41.883264089999997,-87.661514920000002,"(41.88326409, -87.66151492)"
2017,250144,11 East Adams,Submitted,11 East Adams,60603,,,LOOP,Office,"161,166",1961,1,,32,"9,069,441","15,155,640",,,,150.3,275.4,164.4,290.2,"2,481.9",15.4,41.879474,-87.6273,"(41.879474, -87.6273)"
2018,251400,Songhai Learning Institute -CPS,Exempt,11725 S Perry Ave,60628,,true,WEST PULLMAN,,"104,000",,1,,,,,,,,,,,,,,41.68071201,-87.62489301,"(41.68071201, -87.62489301)"
